customer_age,asset_value,credit_score,contract_length,interest_rate,payment_frequency,time_to_default,defaulted
44.0,98830.55,702.0,48,0.0381,1,52.87,0
65.0,6790.1,606.0,36,0.0247,1,25.39,1
18.0,88797.34,460.0,36,0.0488,4,18.27,1
45.0,81563.59,850.0,48,0.0696,4,21.29,1
54.0,63713.45,603.0,60,0.0733,4,2.95,0
48.0,51569.55,718.0,36,0.02,4,35.61,0
65.0,4600.32,684.0,60,0.0525,1,5.09,1
44.0,38566.79,790.0,36,0.0605,1,36.58,1
42.0,358412.1,711.0,24,0.0595,2,2.09,1
54.0,60651.6,715.0,12,0.0483,2,46.97,0
46.0,44033.68,437.0,48,0.0821,4,30.73,1
39.0,60894.99,617.0,12,0.0752,2,0.32,1
53.0,85371.95,774.0,48,0.0482,4,10.24,0
35.0,115707.44,765.0,36,0.0417,4,23.36,0
36.0,47625.32,605.0,12,0.0568,4,1.9,1
37.0,91575.55,542.0,60,0.0596,12,5.35,1
65.0,320183.9,713.0,36,0.051,2,23.08,1
18.0,163775.33,409.0,24,0.0527,2,14.9,1
51.0,621754.26,585.0,12,0.0806,4,3.28,0
46.0,31046.14,850.0,12,0.0811,1,35.04,1
20.0,320036.24,845.0,24,0.0656,12,15.74,0
50.0,27155.27,749.0,48,0.0684,2,18.58,1
52.0,85268.99,731.0,36,0.067,1,11.92,1
54.0,124551.74,505.0,24,0.046,4,10.21,1
18.0,35926.22,626.0,60,0.059,4,40.88,0
65.0,65379.52,670.0,36,0.0552,2,22.71,0
34.0,148815.28,628.0,24,0.0746,2,29.12,1
55.0,29428.8,665.0,24,0.0558,12,7.29,0
56.0,317865.45,830.0,12,0.0672,2,13.09,1
32.0,14993.97,646.0,12,0.0476,12,15.8,1
55.0,416520.7,666.0,12,0.0639,4,13.13,0
39.0,162970.77,774.0,36,0.0554,1,55.66,0
18.0,54735.86,558.0,48,0.035,1,11.71,1
63.0,40027.89,616.0,36,0.0645,12,4.66,1
33.0,36061.16,626.0,12,0.0708,12,4.0,1
32.0,52271.38,706.0,12,0.02,2,4.93,1
39.0,57039.78,666.0,36,0.02,2,1.17,0
49.0,210076.34,669.0,24,0.0547,2,2.6,0
44.0,428760.64,634.0,24,0.0579,1,0.63,1
53.0,73085.11,593.0,12,0.0318,2,0.25,1
25.0,25703.22,761.0,12,0.0557,2,43.84,0
34.0,34692.33,666.0,48,0.0481,4,17.48,1
43.0,49856.75,762.0,24,0.02,12,7.11,1
73.0,21372.88,589.0,48,0.0536,2,11.84,0
43.0,18417.54,633.0,12,0.0306,4,0.86,1
61.0,487539.8,678.0,12,0.0615,1,18.19,1
46.0,81033.14,687.0,48,0.0399,2,12.3,1
38.0,26026.4,775.0,48,0.0571,1,16.09,1
41.0,135483.29,657.0,12,0.0735,1,0.98,0
42.0,18428.5,775.0,60,0.0416,1,12.88,0
54.0,20010.01,737.0,12,0.0474,1,0.87,1
66.0,26821.46,689.0,24,0.075,12,25.26,1
50.0,313173.7,605.0,12,0.0613,1,14.04,0
63.0,46495.92,776.0,36,0.0484,4,43.45,1
31.0,5209.78,607.0,12,0.0794,4,6.1,1
39.0,200800.25,698.0,60,0.0458,1,3.13,0
34.0,44073.71,695.0,24,0.0454,1,7.42,1
50.0,9420.02,679.0,12,0.032,12,16.57,0
40.0,43621.98,661.0,48,0.0612,2,9.81,1
56.0,100811.12,618.0,24,0.0292,1,1.33,0
31.0,89684.14,538.0,24,0.0769,4,12.53,1
46.0,361643.78,840.0,60,0.0387,4,24.34,1
55.0,25520.37,651.0,48,0.0591,12,17.46,0
18.0,62737.84,687.0,36,0.0508,4,15.89,0
77.0,29745.43,687.0,12,0.0603,4,11.42,0
41.0,12807.77,810.0,36,0.0581,1,12.91,0
18.0,145150.64,850.0,48,0.0518,12,39.02,0
47.0,95155.68,716.0,24,0.0427,4,12.58,1
46.0,79513.21,684.0,60,0.0552,4,54.89,0
44.0,91747.01,588.0,60,0.075,12,19.74,1
60.0,30167.7,556.0,24,0.0439,12,1.2,1
56.0,21901.38,523.0,60,0.0276,4,5.53,1
49.0,62171.21,620.0,36,0.063,2,19.41,0
52.0,191226.03,491.0,24,0.0552,1,28.56,0
43.0,298963.61,808.0,12,0.077,4,6.85,1
72.0,132645.14,742.0,12,0.0609,4,1.73,1
23.0,61646.67,675.0,48,0.0749,1,7.28,1
47.0,78416.05,811.0,24,0.0846,4,11.26,0
46.0,60572.35,593.0,36,0.0444,4,34.49,0
57.0,21462.37,618.0,24,0.0479,12,16.1,1
32.0,61368.22,507.0,24,0.0721,4,8.39,0
19.0,15759.1,777.0,36,0.0516,2,17.72,1
47.0,52887.53,619.0,60,0.0419,12,15.73,0
49.0,307461.49,702.0,36,0.0447,4,0.98,1
67.0,136333.48,800.0,24,0.0375,4,0.39,1
26.0,23786.67,837.0,24,0.02,1,13.09,0
62.0,55690.84,697.0,24,0.063,1,22.16,0
81.0,25994.07,738.0,24,0.0355,2,32.8,0
39.0,56245.78,610.0,48,0.0209,1,5.91,1
26.0,169584.71,850.0,60,0.0676,1,11.06,0
39.0,115036.87,683.0,24,0.0213,2,20.62,0
45.0,717942.01,708.0,48,0.0726,4,28.45,1
53.0,197299.35,659.0,24,0.0634,1,3.78,1
36.0,73423.58,820.0,60,0.0589,1,7.71,1
68.0,117847.89,720.0,60,0.0264,2,8.53,0
28.0,48901.18,776.0,36,0.02,1,20.35,1
19.0,19389.67,735.0,48,0.0356,12,35.03,0
62.0,220968.75,678.0,60,0.02,1,15.5,0
18.0,164224.8,793.0,12,0.02,4,42.72,0
42.0,47049.04,735.0,24,0.0671,2,32.46,0
85.0,78742.3,604.0,60,0.0902,4,22.02,0
45.0,207096.3,601.0,48,0.0524,4,15.76,1
28.0,139574.17,715.0,48,0.0506,4,1.68,1
44.0,13861.89,791.0,48,0.038,2,0.52,1
44.0,76390.99,850.0,36,0.0679,12,20.23,1
47.0,50633.49,522.0,24,0.02,1,1.77,1
55.0,182225.59,703.0,12,0.0538,4,4.91,1
29.0,167886.38,749.0,48,0.0868,2,1.31,0
70.0,223822.33,730.0,24,0.0533,1,6.78,1
49.0,19576.9,801.0,48,0.0442,2,8.4,1
56.0,27334.05,766.0,48,0.0807,4,10.66,1
36.0,182422.82,601.0,12,0.0882,2,15.98,0
64.0,33135.29,599.0,24,0.0801,4,15.48,1
41.0,13076.43,731.0,48,0.0483,2,48.99,0
49.0,101986.58,799.0,36,0.0669,4,48.08,0
31.0,34640.6,714.0,48,0.0804,1,0.06,1
30.0,358538.3,542.0,24,0.0401,2,36.93,0
55.0,80513.85,595.0,60,0.0324,2,11.97,1
38.0,70281.18,769.0,48,0.0585,1,17.12,1
32.0,41388.41,665.0,36,0.0297,4,33.09,0
35.0,293853.12,712.0,36,0.0261,12,24.47,0
55.0,85695.4,807.0,48,0.0389,4,4.36,1
36.0,39795.16,580.0,24,0.0331,4,51.62,0
43.0,27062.82,659.0,48,0.0305,1,9.61,1
45.0,55632.73,648.0,36,0.0531,12,58.14,0
18.0,22524.37,736.0,48,0.0557,2,24.21,0
23.0,167523.25,777.0,36,0.0225,12,7.28,0
50.0,9814.91,552.0,60,0.0578,2,0.87,0
34.0,52077.38,699.0,48,0.0537,2,34.74,0
61.0,110208.97,787.0,12,0.0298,1,48.8,0
60.0,84298.51,515.0,48,0.0506,4,23.64,1
56.0,29223.17,694.0,36,0.0554,4,13.75,1
72.0,115874.0,578.0,24,0.0574,12,0.32,1
44.0,24685.24,636.0,36,0.0678,4,12.61,0
55.0,58548.77,449.0,60,0.0664,2,0.92,1
36.0,114902.77,839.0,24,0.0509,1,53.58,0
82.0,95121.74,664.0,12,0.0322,4,6.59,1
75.0,30484.11,619.0,12,0.0405,4,8.43,1
45.0,198291.71,733.0,60,0.0542,2,1.05,1
51.0,65296.56,596.0,60,0.0758,12,1.11,1
65.0,125868.8,586.0,60,0.02,4,15.27,1
43.0,276260.91,850.0,60,0.0521,2,50.54,0
35.0,183051.09,850.0,48,0.0471,12,30.31,0
58.0,183529.26,641.0,36,0.0555,4,25.62,1
46.0,72597.08,807.0,48,0.0225,2,17.71,0
48.0,132446.64,736.0,24,0.0683,2,30.06,1
32.0,74131.56,559.0,12,0.0496,4,13.97,1
19.0,17866.37,607.0,12,0.0447,2,41.68,0
49.0,81043.7,850.0,24,0.0579,4,34.25,1
59.0,77370.51,557.0,12,0.0565,4,39.03,0
42.0,107337.07,850.0,60,0.0505,12,32.19,0
67.0,52680.63,643.0,60,0.039,1,0.13,1
34.0,27960.4,850.0,60,0.0457,4,1.39,0
29.0,115439.99,669.0,24,0.0505,4,45.53,1
44.0,16102.47,780.0,36,0.0864,12,27.11,1
44.0,257511.37,840.0,24,0.0523,1,29.05,0
57.0,47504.61,839.0,36,0.0633,1,34.48,0
33.0,76536.89,642.0,12,0.0673,2,5.62,1
66.0,104668.99,614.0,12,0.0505,1,11.12,1
75.0,108086.6,692.0,12,0.0774,1,5.25,0
44.0,14632.72,570.0,36,0.02,2,29.34,1
64.0,136500.91,724.0,12,0.0562,1,17.12,1
29.0,81076.94,618.0,24,0.0721,12,0.75,0
61.0,31721.14,808.0,36,0.0603,4,31.25,1
61.0,28291.96,643.0,60,0.02,12,27.5,1
58.0,42870.83,526.0,36,0.0558,1,16.78,0
45.0,16338.15,840.0,24,0.0492,2,7.17,1
18.0,335127.85,718.0,24,0.0514,12,39.36,0
35.0,264646.78,703.0,24,0.0437,12,3.14,1
36.0,94061.13,809.0,12,0.0669,4,12.63,0
30.0,47887.11,787.0,60,0.0472,2,45.14,0
47.0,49162.78,624.0,60,0.0756,12,9.59,1
39.0,127780.05,655.0,48,0.0531,1,6.06,1
33.0,347259.25,589.0,24,0.0381,4,53.04,0
29.0,33846.92,554.0,12,0.0886,12,9.48,0
34.0,19582.94,758.0,36,0.0342,1,48.19,0
62.0,281430.49,739.0,12,0.0433,12,23.98,1
35.0,10025.24,776.0,24,0.0566,12,20.71,1
37.0,21839.36,828.0,12,0.0203,2,16.22,0
38.0,46776.78,777.0,24,0.054,12,10.68,1
50.0,12576.26,786.0,36,0.0381,2,23.18,1
52.0,182070.47,492.0,36,0.0953,1,3.25,1
18.0,141055.01,669.0,60,0.0452,2,44.39,0
60.0,33698.44,796.0,48,0.0299,1,21.98,1
67.0,215262.63,583.0,12,0.057,2,11.27,0
29.0,255069.78,709.0,48,0.0521,2,3.64,1
30.0,53467.5,752.0,12,0.0662,2,12.52,0
38.0,38151.94,744.0,60,0.0327,2,15.48,1
34.0,573550.94,737.0,60,0.0807,4,32.88,0
48.0,123150.42,760.0,36,0.0574,12,8.76,1
18.0,77367.7,718.0,36,0.0354,4,54.54,0
28.0,234109.9,554.0,36,0.0523,1,9.04,0
68.0,80977.83,751.0,12,0.0628,1,8.11,1
31.0,36111.96,728.0,48,0.0599,12,0.49,1
64.0,64871.25,555.0,48,0.0258,1,11.43,1
50.0,169169.13,838.0,36,0.02,1,5.53,1
18.0,8166.65,753.0,60,0.0228,2,50.32,0
55.0,44889.95,562.0,48,0.0544,12,1.67,1
43.0,238722.58,618.0,60,0.0576,2,2.41,1
38.0,35887.04,644.0,36,0.02,12,8.48,0
49.0,280999.61,644.0,12,0.0557,2,13.7,0
52.0,246407.96,729.0,24,0.0352,12,19.15,1
56.0,56076.43,602.0,48,0.0257,1,0.92,1
63.0,33909.85,813.0,36,0.0376,4,9.51,1
51.0,44920.12,805.0,36,0.0511,1,7.55,0
24.0,859937.07,762.0,48,0.0481,12,24.87,0
38.0,390203.8,704.0,24,0.02,4,59.77,0
85.0,67872.82,794.0,12,0.079,4,1.52,1
56.0,32592.79,672.0,48,0.0629,2,0.26,1
81.0,67308.45,628.0,12,0.053,12,7.46,0
66.0,76406.8,819.0,36,0.02,2,26.77,1
49.0,17268.53,732.0,48,0.0335,12,23.29,1
50.0,64863.56,632.0,12,0.0487,1,10.04,1
44.0,224673.68,658.0,60,0.0655,12,6.35,1
19.0,9903.5,626.0,60,0.0716,1,48.81,0
45.0,136842.23,850.0,60,0.1,4,2.5,1
63.0,236758.99,700.0,12,0.053,4,24.27,1
36.0,34181.6,716.0,60,0.0369,2,5.8,0
51.0,325844.57,772.0,36,0.065,4,13.3,1
58.0,30021.32,578.0,12,0.0302,4,30.23,0
31.0,93067.72,810.0,36,0.0571,1,7.24,0
38.0,44056.46,639.0,24,0.093,12,4.48,0
30.0,44046.61,850.0,12,0.0439,1,7.03,1
33.0,32296.07,669.0,60,0.0374,4,24.73,1
26.0,120400.08,804.0,60,0.0222,12,48.8,0
31.0,139917.11,450.0,24,0.0529,4,1.76,1
66.0,56138.54,582.0,48,0.0201,4,22.17,1
31.0,15367.83,671.0,24,0.0279,1,39.67,0
47.0,89605.34,497.0,60,0.0231,12,17.51,1
37.0,91309.89,760.0,60,0.071,1,32.47,0
63.0,48208.23,731.0,48,0.0468,2,0.96,0
65.0,387407.07,601.0,24,0.0773,2,15.31,1
58.0,12532.38,698.0,36,0.0543,2,33.53,0
50.0,6520.56,781.0,24,0.041,2,12.22,1
42.0,28829.81,490.0,36,0.0624,1,4.31,1
27.0,121835.19,573.0,60,0.0628,2,0.08,1
74.0,20830.12,666.0,60,0.074,1,2.09,1
34.0,22449.62,702.0,24,0.0323,12,8.58,0
55.0,154975.35,694.0,60,0.0503,12,1.91,0
61.0,95087.04,789.0,48,0.0268,1,34.2,0
37.0,87296.09,748.0,12,0.0549,12,29.83,0
61.0,130800.55,770.0,36,0.02,2,8.02,1
56.0,39136.35,561.0,60,0.0301,1,0.01,1
71.0,40987.23,714.0,36,0.0348,4,34.88,0
38.0,134561.86,669.0,24,0.0496,12,6.41,0
26.0,15601.36,846.0,48,0.0705,2,8.15,0
37.0,7025.35,717.0,36,0.02,2,14.93,0
48.0,38820.97,633.0,60,0.067,4,24.4,1
46.0,151884.14,785.0,12,0.0567,2,42.31,0
39.0,77308.54,756.0,48,0.0583,1,33.45,0
18.0,141109.51,618.0,24,0.0444,12,22.15,0
52.0,7972.12,665.0,60,0.0644,1,3.88,1
75.0,82083.87,667.0,48,0.0463,1,10.31,0
52.0,115135.45,823.0,60,0.0322,12,50.44,0
54.0,15509.42,720.0,24,0.046,2,10.92,0
54.0,141783.65,773.0,24,0.0523,4,19.7,1
51.0,53555.89,651.0,12,0.0293,4,1.8,1
59.0,1291528.17,733.0,48,0.02,2,45.4,0
51.0,6787.0,830.0,12,0.0633,1,15.16,1
40.0,235417.16,664.0,12,0.0349,12,20.7,1
33.0,40369.99,712.0,12,0.02,12,53.82,1
41.0,11882.81,564.0,36,0.0524,1,2.05,1
50.0,35349.69,623.0,24,0.0467,2,0.4,1
40.0,79021.82,667.0,12,0.0229,2,5.03,0
50.0,168968.35,594.0,36,0.0369,1,49.73,1
52.0,335026.29,832.0,36,0.0693,2,9.42,1
57.0,248175.91,616.0,36,0.02,4,29.09,1
64.0,22802.33,779.0,12,0.039,4,9.02,1
46.0,185380.3,719.0,36,0.0587,12,13.88,1
25.0,88546.66,703.0,12,0.02,2,3.09,1
40.0,31113.5,849.0,48,0.0865,1,21.09,1
46.0,48440.4,474.0,24,0.0672,4,4.04,1
18.0,29441.41,680.0,60,0.0842,12,2.88,0
66.0,62136.72,592.0,12,0.0495,2,50.1,0
47.0,28863.76,504.0,24,0.0804,1,41.27,0
51.0,21418.41,581.0,12,0.0526,2,19.84,0
65.0,96675.87,702.0,48,0.0443,12,4.82,1
36.0,112277.7,627.0,24,0.0274,2,28.31,0
54.0,49632.59,790.0,24,0.0552,2,2.58,0
43.0,235072.98,679.0,36,0.0366,12,17.21,1
42.0,46146.18,668.0,12,0.0357,2,3.96,0
33.0,44232.96,668.0,12,0.0528,2,0.57,1
70.0,115900.69,690.0,60,0.0848,1,12.91,0
39.0,52447.84,658.0,36,0.0763,4,50.02,0
55.0,65172.82,615.0,36,0.0664,1,4.17,0
18.0,4815.34,799.0,60,0.0491,12,17.7,0
63.0,60882.89,638.0,36,0.0517,4,17.2,1
61.0,9631.59,662.0,36,0.0792,2,6.73,1
46.0,17659.86,743.0,48,0.0601,2,59.25,0
42.0,15751.29,732.0,24,0.02,12,7.76,0
51.0,21108.2,611.0,60,0.099,1,2.08,1
79.0,34583.99,775.0,48,0.0494,1,28.91,1
19.0,36809.36,754.0,48,0.051,4,22.43,0
57.0,116340.35,718.0,48,0.054,2,14.45,0
31.0,74786.14,657.0,36,0.0513,1,44.91,1
45.0,8945.68,659.0,60,0.046,2,8.45,1
41.0,65074.93,680.0,36,0.02,2,20.19,0
39.0,82310.61,577.0,36,0.0248,2,14.43,0
45.0,43106.69,696.0,48,0.0843,4,0.67,1
28.0,56337.41,789.0,12,0.0356,12,40.94,1
60.0,72425.24,788.0,60,0.0721,2,27.66,0
18.0,128617.68,662.0,60,0.0557,12,27.81,1
53.0,12395.89,806.0,48,0.02,12,40.96,0
40.0,46895.78,850.0,48,0.0248,4,21.41,0
27.0,270583.52,668.0,24,0.0338,1,12.56,0
48.0,246880.9,769.0,48,0.0643,12,20.5,1
22.0,140215.66,474.0,36,0.0449,12,2.11,1
46.0,102418.71,574.0,48,0.0645,12,12.0,0
24.0,313211.75,709.0,60,0.0443,1,16.41,0
52.0,407521.1,599.0,12,0.0624,2,3.01,1
31.0,52623.6,850.0,12,0.0287,2,9.35,1
38.0,22710.16,760.0,36,0.0402,4,27.36,0
49.0,45693.33,797.0,12,0.0562,2,25.97,1
33.0,1324698.59,697.0,48,0.044,2,11.06,1
44.0,12464.55,600.0,12,0.0505,2,9.99,1
22.0,37401.3,648.0,48,0.0509,4,16.46,0
54.0,14578.58,725.0,24,0.0656,4,44.14,0
71.0,67830.27,636.0,60,0.0509,2,6.63,1
85.0,17985.28,767.0,36,0.0477,2,39.95,1
46.0,53704.33,771.0,24,0.0566,12,9.17,1
57.0,8517.73,700.0,12,0.0607,1,7.48,0
18.0,111037.21,517.0,36,0.0524,4,57.98,0
68.0,203281.15,850.0,48,0.028,1,31.44,1
57.0,40784.46,679.0,24,0.0665,2,34.13,1
38.0,52306.19,850.0,60,0.0628,2,18.38,1
64.0,50847.83,765.0,60,0.0434,2,28.7,0
41.0,71747.67,679.0,24,0.0605,2,4.71,0
38.0,57631.84,745.0,24,0.0881,4,3.72,0
52.0,129070.88,498.0,24,0.0447,2,9.2,1
29.0,205466.67,803.0,12,0.0492,1,11.33,0
60.0,26527.28,850.0,60,0.0553,12,12.01,1
29.0,43944.01,491.0,60,0.1084,12,16.81,1
29.0,147505.31,671.0,12,0.0537,1,7.09,1
31.0,14448.28,689.0,36,0.0372,1,27.7,1
56.0,8343.84,788.0,60,0.0241,12,27.18,1
36.0,75080.49,850.0,36,0.0431,4,44.15,1
25.0,98355.76,738.0,36,0.0491,1,5.04,0
36.0,29076.91,850.0,36,0.0622,4,19.73,1
45.0,33568.69,717.0,60,0.0503,12,18.15,0
27.0,27995.74,745.0,48,0.0512,4,54.17,0
28.0,25161.61,733.0,36,0.0538,12,2.15,1
77.0,119790.04,822.0,48,0.0532,2,3.45,1
32.0,18388.88,658.0,12,0.0745,4,29.51,0
40.0,45911.79,782.0,48,0.0312,4,19.83,0
39.0,24213.46,577.0,48,0.0876,4,10.76,1
39.0,13970.61,672.0,24,0.0773,2,15.33,1
54.0,142939.7,636.0,36,0.0703,2,3.41,1
59.0,35602.63,709.0,60,0.0331,2,5.76,0
40.0,72289.93,668.0,24,0.0471,1,7.82,1
26.0,13252.27,813.0,48,0.0353,12,32.04,0
64.0,28511.44,612.0,12,0.033,1,9.11,1
44.0,127527.57,527.0,60,0.0444,4,39.0,1
71.0,795933.93,564.0,12,0.0472,12,41.59,0
18.0,8298.12,799.0,48,0.0427,1,37.83,0
48.0,48966.53,603.0,12,0.0506,2,13.59,1
74.0,90425.41,740.0,24,0.0666,1,14.89,1
40.0,32334.82,671.0,12,0.0653,2,18.84,1
42.0,140017.4,782.0,24,0.0576,1,6.72,1
49.0,25166.46,677.0,36,0.0484,2,14.95,0
37.0,69832.0,850.0,60,0.0421,1,36.92,1
40.0,35522.73,850.0,12,0.0559,4,59.24,0
40.0,202689.61,668.0,24,0.0697,12,11.83,1
36.0,30443.73,655.0,48,0.0762,1,14.29,0
63.0,42113.61,850.0,48,0.0247,1,45.16,0
52.0,154151.17,592.0,24,0.0484,12,7.53,0
49.0,21417.45,694.0,60,0.0322,4,20.53,1
57.0,64135.29,702.0,36,0.0207,4,13.44,0
41.0,9676.6,700.0,36,0.073,2,26.46,0
33.0,20172.32,526.0,60,0.075,4,17.12,1
36.0,87739.83,750.0,12,0.0461,12,21.98,0
45.0,22232.32,603.0,24,0.0408,1,13.85,1
29.0,34732.36,844.0,36,0.0425,12,47.57,0
37.0,98035.64,554.0,60,0.02,2,31.39,1
37.0,33550.73,706.0,36,0.0718,1,7.3,1
77.0,136331.14,478.0,36,0.0404,2,13.94,1
18.0,74284.89,485.0,12,0.0454,2,42.57,0
42.0,92566.55,616.0,36,0.056,4,54.0,0
71.0,207101.77,630.0,24,0.02,1,4.9,1
47.0,82439.75,847.0,60,0.0503,2,33.68,0
56.0,278966.59,696.0,12,0.0526,2,3.58,0
46.0,148934.56,829.0,12,0.0389,2,25.08,1
35.0,35473.73,662.0,60,0.0926,12,17.72,1
18.0,218195.79,761.0,24,0.0258,2,15.37,0
48.0,77953.36,627.0,36,0.0595,4,12.5,1
33.0,40348.94,621.0,36,0.0293,4,22.42,0
33.0,79093.48,518.0,24,0.0555,1,2.14,1
38.0,182102.83,734.0,48,0.0279,2,0.64,0
71.0,94376.28,726.0,60,0.0688,1,12.18,1
81.0,370420.02,778.0,24,0.057,1,12.66,0
48.0,177465.33,721.0,36,0.02,4,1.42,0
38.0,101028.71,850.0,60,0.0528,2,31.6,0
27.0,21459.7,718.0,60,0.0396,4,13.95,0
52.0,50024.47,799.0,36,0.0468,12,23.16,1
72.0,64322.46,668.0,24,0.02,2,25.1,0
41.0,120166.25,609.0,48,0.078,2,20.03,1
18.0,113247.73,772.0,60,0.0308,1,22.56,0
55.0,70936.5,691.0,60,0.0452,1,22.75,1
60.0,67531.53,783.0,60,0.0324,4,6.97,1
21.0,123063.64,735.0,24,0.045,12,40.16,0
48.0,25372.31,621.0,60,0.0477,4,6.63,0
52.0,326281.51,807.0,36,0.0483,12,34.02,0
44.0,7729.76,613.0,36,0.0781,2,26.03,1
33.0,256634.84,763.0,12,0.048,1,18.66,0
60.0,57228.91,828.0,60,0.0819,1,28.04,1
39.0,163175.21,662.0,48,0.0217,2,0.03,0
23.0,86149.59,816.0,12,0.0738,12,0.45,1
18.0,84629.18,740.0,60,0.0697,4,16.06,0
64.0,104219.49,785.0,60,0.0719,2,29.39,1
54.0,134464.34,616.0,24,0.0927,1,12.64,1
46.0,43095.3,721.0,24,0.02,12,44.2,1
38.0,168518.22,559.0,36,0.02,4,33.28,0
37.0,20242.29,850.0,12,0.0511,2,10.95,0
29.0,59555.83,499.0,12,0.02,1,15.81,1
39.0,138132.68,665.0,12,0.02,12,49.8,0
18.0,161945.9,607.0,36,0.0454,4,57.17,0
34.0,94919.92,767.0,48,0.0401,2,10.67,1
40.0,40400.91,850.0,48,0.02,4,52.29,0
54.0,146782.59,765.0,48,0.0375,2,0.26,0
44.0,30657.54,850.0,12,0.065,12,26.9,0
57.0,345037.74,562.0,60,0.0596,1,2.86,1
65.0,55013.24,570.0,12,0.0648,2,2.11,0
61.0,12840.69,611.0,60,0.0406,2,7.1,1
52.0,18129.88,712.0,24,0.074,12,30.07,0
45.0,62545.13,597.0,36,0.0864,12,47.42,0
30.0,68859.62,625.0,48,0.0539,1,15.65,0
56.0,429190.73,762.0,12,0.0408,12,52.93,0
70.0,21194.58,576.0,12,0.0493,4,4.13,1
50.0,62284.15,587.0,24,0.025,4,0.14,1
74.0,20755.75,660.0,60,0.0431,1,26.89,1
22.0,36583.23,670.0,48,0.0623,1,11.82,0
28.0,322536.64,801.0,36,0.0571,12,46.56,0
58.0,19219.18,610.0,60,0.0599,4,32.09,0
49.0,107693.28,628.0,60,0.02,12,24.47,0
65.0,88690.44,758.0,48,0.0639,1,17.06,1
45.0,58444.25,780.0,36,0.039,4,23.96,0
32.0,100653.24,843.0,48,0.0455,1,3.97,1
42.0,18769.33,747.0,48,0.0354,1,15.53,0
22.0,313740.82,713.0,12,0.0802,12,26.89,1
28.0,410382.73,758.0,36,0.0235,1,7.94,1
60.0,62761.98,673.0,60,0.048,12,8.62,0
58.0,675430.9,673.0,48,0.0236,1,17.51,0
50.0,40173.87,523.0,24,0.0693,1,12.81,0
19.0,89360.32,789.0,36,0.0526,1,34.31,0
40.0,250669.11,721.0,24,0.028,4,4.32,1
27.0,37835.21,778.0,60,0.0516,1,19.44,0
63.0,15039.73,418.0,36,0.0334,2,19.84,1
36.0,11947.57,695.0,12,0.0667,4,28.17,0
29.0,470159.16,614.0,36,0.0906,2,12.9,1
45.0,35276.61,850.0,60,0.0234,1,31.47,1
35.0,49725.01,761.0,12,0.078,4,41.56,0
67.0,19677.59,723.0,60,0.0744,2,1.6,0
34.0,154560.25,657.0,36,0.0434,1,5.23,1
24.0,27403.89,740.0,60,0.0643,4,13.32,0
18.0,36634.18,607.0,36,0.0549,1,25.19,0
45.0,80782.89,690.0,12,0.0491,12,13.35,0
37.0,20659.99,642.0,36,0.0403,12,7.14,0
24.0,50082.04,850.0,60,0.064,2,17.86,1
63.0,243338.7,847.0,60,0.0395,4,57.04,0
55.0,91881.45,806.0,60,0.07,4,1.62,1
45.0,68223.36,551.0,24,0.0328,4,22.39,1
65.0,74225.62,786.0,24,0.0918,4,19.13,1
55.0,40573.28,719.0,24,0.0272,4,3.88,1
33.0,440714.4,822.0,48,0.1066,2,11.32,1
29.0,26578.1,732.0,36,0.0429,4,18.43,1
57.0,73933.86,699.0,24,0.0656,12,0.5,0
51.0,67172.93,723.0,60,0.0697,12,26.49,1
48.0,164187.2,519.0,60,0.0536,4,0.36,0
32.0,180443.67,623.0,24,0.0725,1,2.08,1
54.0,57987.41,737.0,24,0.038,4,5.02,1
34.0,80070.8,814.0,60,0.0254,2,36.88,0
43.0,83161.08,645.0,24,0.051,12,46.0,0
67.0,6172.49,696.0,48,0.0655,12,1.66,0
35.0,12222.21,540.0,48,0.0383,2,31.08,0
21.0,32693.66,846.0,48,0.0557,2,38.28,0
29.0,34146.02,811.0,12,0.0237,1,28.27,0
60.0,18046.69,765.0,48,0.055,12,0.35,1
49.0,126700.66,741.0,60,0.0414,4,25.05,1
43.0,60001.11,850.0,12,0.0537,2,23.59,0
37.0,48305.73,619.0,60,0.0523,4,36.69,0
52.0,17048.96,609.0,60,0.0312,2,16.47,1
32.0,57265.59,806.0,24,0.0529,2,7.81,0
50.0,4329.97,799.0,36,0.0395,12,5.04,0
34.0,50870.77,581.0,48,0.0685,2,9.79,0
32.0,63779.28,647.0,36,0.0687,12,3.94,0
35.0,76260.85,850.0,36,0.0541,1,15.21,0
39.0,12530.22,741.0,24,0.0519,12,4.2,0
44.0,74968.01,779.0,36,0.0649,4,36.21,0
49.0,21132.53,584.0,48,0.0689,4,9.26,1
18.0,26569.79,766.0,12,0.0811,4,15.33,0
33.0,122753.23,558.0,60,0.0451,4,0.75,0
39.0,448701.76,502.0,48,0.0248,12,8.77,0
68.0,63029.54,773.0,24,0.0692,12,33.12,1
29.0,26447.17,843.0,12,0.0816,2,14.96,0
47.0,72306.58,675.0,24,0.0514,12,19.98,0
67.0,153127.95,645.0,48,0.049,4,4.58,0
25.0,111412.81,850.0,60,0.082,12,32.9,0
51.0,930160.91,681.0,36,0.0284,1,36.14,1
33.0,29280.07,693.0,36,0.044,1,21.2,0
37.0,77051.67,850.0,24,0.0373,1,6.88,0
33.0,281790.16,665.0,12,0.0506,4,37.41,1
34.0,264648.88,635.0,60,0.0707,1,4.62,1
